Location,Variant,Time,PopTotal
Belt-Road Initiative: Latin America and the Caribbean,Medium,2100,219056.32
Belt-Road Initiative: Pacific,Medium,2020,15411.164
Belt-Road Initiative: Pacific,Medium,2100,28404.316
Benin,Medium,2020,12123.198
Benin,Medium,2100,47208.998
Benin,High,2020,12123.198
Benin,High,2100,64209.078
Benin,Low,2020,12123.198
Benin,Low,2100,33768.522
Benin,Constant fertility,2020,12123.198
Benin,Constant fertility,2100,124201.947
Benin,Instant replacement,2020,12123.198
Benin,Instant replacement,2100,20876.108
Benin,Zero migration,2020,12123.198
Benin,Zero migration,2100,47481.372
Benin,Constant mortality,2020,12123.198
Benin,Constant mortality,2100,37226.546
Benin,No change,2020,12123.198
Benin,No change,2100,97329.693
Benin,Momentum,2020,12123.198
Benin,Momentum,2100,19392.073
Benin,Median PI,2020,12123.198
Benin,Median PI,2100,47208.998
Benin,Upper 80 PI,2020,12123.198
Benin,Upper 80 PI,2100,66826.135
Benin,Lower 80 PI,2020,12123.198
Benin,Lower 80 PI,2100,31415.135
Benin,Upper 95 PI,2020,12123.198
Benin,Upper 95 PI,2100,79296.286
Benin,Lower 95 PI,2020,12123.198
Benin,Lower 95 PI,2100,24842.045
Bermuda,Medium,2020,62.273
Bermuda,Medium,2100,36.933
Bermuda,High,2020,62.273
Bermuda,High,2100,55.158
Bermuda,Low,2020,62.273
Bermuda,Low,2100,23.604
Bermuda,Constant fertility,2020,62.273
Bermuda,Constant fertility,2100,33.528
Bermuda,Instant replacement,2020,62.273
Bermuda,Instant replacement,2100,58.693
Bermuda,Zero migration,2020,62.273
Bermuda,Zero migration,2100,36.933
Bermuda,Constant mortality,2020,62.273
Bermuda,Constant mortality,2100,32.103
Bermuda,No change,2020,62.273
Bermuda,No change,2100,28.727
Bermuda,Momentum,2020,62.273
Bermuda,Momentum,2100,53.518
Bermuda,Median PI,2020,62.273
Bermuda,Median PI,2100,36.933
Bermuda,Upper 80 PI,2020,62.273
Bermuda,Upper 80 PI,2100,44.484
Bermuda,Lower 80 PI,2020,62.273
Bermuda,Lower 80 PI,2100,27.43
Bermuda,Upper 95 PI,2020,62.273
Bermuda,Upper 95 PI,2100,48.339
Bermuda,Lower 95 PI,2020,62.273
Bermuda,Lower 95 PI,2100,22.851
Bhutan,Medium,2020,771.612
Bhutan,Medium,2100,686.287
Bhutan,High,2020,771.612
Bhutan,High,2100,1030.196
Bhutan,Low,2020,771.612
Bhutan,Low,2100,440.767
Bhutan,Constant fertility,2020,771.612
Bhutan,Constant fertility,2100,919.152
Bhutan,Instant replacement,2020,771.612
Bhutan,Instant replacement,2100,998.82
Bhutan,Zero migration,2020,771.612
Bhutan,Zero migration,2100,767.862
Bhutan,Constant mortality,2020,771.612
Bhutan,Constant mortality,2100,547.523
Bhutan,No change,2020,771.612
Bhutan,No change,2100,755.729
Bhutan,Momentum,2020,771.612
Bhutan,Momentum,2100,990.496
Bhutan,Median PI,2020,771.612
Bhutan,Median PI,2100,686.287
Bhutan,Upper 80 PI,2020,771.612
Bhutan,Upper 80 PI,2100,885.697
Bhutan,Lower 80 PI,2020,771.612
Bhutan,Lower 80 PI,2100,495.705
Bhutan,Upper 95 PI,2020,771.612
Bhutan,Upper 95 PI,2100,995.13
Bhutan,Lower 95 PI,2020,771.612
Bhutan,Lower 95 PI,2100,423.694
Black Sea Economic Cooperation (BSEC),Medium,2020,343357.186
Black Sea Economic Cooperation (BSEC),Medium,2100,279838.442
Bolivarian Alliance for the Americas (ALBA),Medium,2020,58690.348
Bolivarian Alliance for the Americas (ALBA),Medium,2100,66907.226
Bolivia (Plurinational State of),Medium,2020,11673.029
Bolivia (Plurinational State of),Medium,2100,17390.956
Bolivia (Plurinational State of),High,2020,11673.029
Bolivia (Plurinational State of),High,2100,25283.134
Bolivia (Plurinational State of),Low,2020,11673.029
Bolivia (Plurinational State of),Low,2100,11534.382
Bolivia (Plurinational State of),Constant fertility,2020,11673.029
Bolivia (Plurinational State of),Constant fertility,2100,29339.049
Bolivia (Plurinational State of),Instant replacement,2020,11673.029
Bolivia (Plurinational State of),Instant replacement,2100,17887.729
Bolivia (Plurinational State of),Zero migration,2020,11673.029
Bolivia (Plurinational State of),Zero migration,2100,18020.904
Bolivia (Plurinational State of),Constant mortality,2020,11673.029
Bolivia (Plurinational State of),Constant mortality,2100,14498.282
Bolivia (Plurinational State of),No change,2020,11673.029
Bolivia (Plurinational State of),No change,2100,24972.29
Bolivia (Plurinational State of),Momentum,2020,11673.029
Bolivia (Plurinational State of),Momentum,2100,16752.335
Bolivia (Plurinational State of),Median PI,2020,11673.029
Bolivia (Plurinational State of),Median PI,2100,17390.956
Bolivia (Plurinational State of),Upper 80 PI,2020,11673.029
Bolivia (Plurinational State of),Upper 80 PI,2100,23620.386
Bolivia (Plurinational State of),Lower 80 PI,2020,11673.029
Bolivia (Plurinational State of),Lower 80 PI,2100,12758.294
Bolivia (Plurinational State of),Upper 95 PI,2020,11673.029
Bolivia (Plurinational State of),Upper 95 PI,2100,27747.411
Bolivia (Plurinational State of),Lower 95 PI,2020,11673.029
Bolivia (Plurinational State of),Lower 95 PI,2100,10629.16
"Bonaire, Sint Eustatius and Saba",Medium,2020,26.221
"Bonaire, Sint Eustatius and Saba",Medium,2100,32.606
"Bonaire, Sint Eustatius and Saba",High,2020,26.221
"Bonaire, Sint Eustatius and Saba",High,2100,45.257
"Bonaire, Sint Eustatius and Saba",Low,2020,26.221
"Bonaire, Sint Eustatius and Saba",Low,2100,23.151
"Bonaire, Sint Eustatius and Saba",Constant fertility,2020,26.221
"Bonaire, Sint Eustatius and Saba",Constant fertility,2100,34.779
"Bonaire, Sint Eustatius and Saba",Instant replacement,2020,26.221
"Bonaire, Sint Eustatius and Saba",Instant replacement,2100,40.768
"Bonaire, Sint Eustatius and Saba",Zero migration,2020,26.221
"Bonaire, Sint Eustatius and Saba",Zero migration,2100,20.569
"Bonaire, Sint Eustatius and Saba",Constant mortality,2020,26.221
"Bonaire, Sint Eustatius and Saba",Constant mortality,2100,28.938
"Bonaire, Sint Eustatius and Saba",No change,2020,26.221
"Bonaire, Sint Eustatius and Saba",No change,2100,31.046
"Bonaire, Sint Eustatius and Saba",Momentum,2020,26.221
"Bonaire, Sint Eustatius and Saba",Momentum,2100,24.342
"Bonaire, Sint Eustatius and Saba",Median PI,2020,26.221
"Bonaire, Sint Eustatius and Saba",Median PI,2100,32.606
"Bonaire, Sint Eustatius and Saba",Upper 80 PI,2020,26.221
"Bonaire, Sint Eustatius and Saba",Upper 80 PI,2100,37.667
"Bonaire, Sint Eustatius and Saba",Lower 80 PI,2020,26.221
"Bonaire, Sint Eustatius and Saba",Lower 80 PI,2100,26.184
"Bonaire, Sint Eustatius and Saba",Upper 95 PI,2020,26.221
"Bonaire, Sint Eustatius and Saba",Upper 95 PI,2100,40.79
"Bonaire, Sint Eustatius and Saba",Lower 95 PI,2020,26.221
"Bonaire, Sint Eustatius and Saba",Lower 95 PI,2100,22.686
Bosnia and Herzegovina,Medium,2020,3280.815
Bosnia and Herzegovina,Medium,2100,1641.054
Bosnia and Herzegovina,High,2020,3280.815
Bosnia and Herzegovina,High,2100,2548.345
Bosnia and Herzegovina,Low,2020,3280.815
Bosnia and Herzegovina,Low,2100,982.415
Bosnia and Herzegovina,Constant fertility,2020,3280.815
Bosnia and Herzegovina,Constant fertility,2100,1433.85
Bosnia and Herzegovina,Instant replacement,2020,3280.815
Bosnia and Herzegovina,Instant replacement,2100,2995.375
Bosnia and Herzegovina,Zero migration,2020,3280.815
Bosnia and Herzegovina,Zero migration,2100,1693.788
Bosnia and Herzegovina,Constant mortality,2020,3280.815
Bosnia and Herzegovina,Constant mortality,2100,1375.781
Bosnia and Herzegovina,No change,2020,3280.815
Bosnia and Herzegovina,No change,2100,1169.95
Bosnia and Herzegovina,Momentum,2020,3280.815
Bosnia and Herzegovina,Momentum,2100,2740.394
Bosnia and Herzegovina,Median PI,2020,3280.815
Bosnia and Herzegovina,Median PI,2100,1641.054
Bosnia and Herzegovina,Upper 80 PI,2020,3280.815
Bosnia and Herzegovina,Upper 80 PI,2100,2054.095
Bosnia and Herzegovina,Lower 80 PI,2020,3280.815
Bosnia and Herzegovina,Lower 80 PI,2100,1162.141
Bosnia and Herzegovina,Upper 95 PI,2020,3280.815
Bosnia and Herzegovina,Upper 95 PI,2100,2232.467
Bosnia and Herzegovina,Lower 95 PI,2020,3280.815
Bosnia and Herzegovina,Lower 95 PI,2100,961.099
Botswana,Medium,2020,2351.625
Botswana,Medium,2100,4165.861
Botswana,High,2020,2351.625
Botswana,High,2100,6073.005
Botswana,Low,2020,2351.625
Botswana,Low,2100,2755.997
Botswana,Constant fertility,2020,2351.625
Botswana,Constant fertility,2100,7633.315
Botswana,Instant replacement,2020,2351.625
Botswana,Instant replacement,2100,4043.643
Botswana,Zero migration,2020,2351.625
Botswana,Zero migration,2100,3893.599
Botswana,Constant mortality,2020,2351.625
Botswana,Constant mortality,2100,3581.931
Botswana,No change,2020,2351.625
Botswana,No change,2100,6719.417
Botswana,Momentum,2020,2351.625
Botswana,Momentum,2100,3424.054
Botswana,Median PI,2020,2351.625
Botswana,Median PI,2100,4165.861
Botswana,Upper 80 PI,2020,2351.625
Botswana,Upper 80 PI,2100,5363.015
Botswana,Lower 80 PI,2020,2351.625
Botswana,Lower 80 PI,2100,3176.174
Botswana,Upper 95 PI,2020,2351.625
Botswana,Upper 95 PI,2100,6161.327
Botswana,Lower 95 PI,2020,2351.625
Botswana,Lower 95 PI,2100,2665.946
Brazil,Medium,2020,212559.409
Brazil,Medium,2100,180682.762
Brazil,High,2020,212559.409
Brazil,High,2100,272692.965
Brazil,Low,2020,212559.409
Brazil,Low,2100,114395.21
Brazil,Constant fertility,2020,212559.409
Brazil,Constant fertility,2100,203559.308
Brazil,Instant replacement,2020,212559.409
Brazil,Instant replacement,2100,273229.311
Brazil,Zero migration,2020,212559.409
Brazil,Zero migration,2100,180406.484
Brazil,Constant mortality,2020,212559.409
Brazil,Constant mortality,2100,151235.771
Brazil,No change,2020,212559.409
Brazil,No change,2100,172433.451
Brazil,Momentum,2020,212559.409
Brazil,Momentum,2100,242155.324
Brazil,Median PI,2020,212559.409
Brazil,Median PI,2100,180682.762
Brazil,Upper 80 PI,2020,212559.409
Brazil,Upper 80 PI,2100,227054.677
Brazil,Lower 80 PI,2020,212559.409
Brazil,Lower 80 PI,2100,132832.072
Brazil,Upper 95 PI,2020,212559.409
Brazil,Upper 95 PI,2100,250662.098
Brazil,Lower 95 PI,2020,212559.409
Brazil,Lower 95 PI,2100,113027.738
British Virgin Islands,Medium,2020,30.237
British Virgin Islands,Medium,2100,24.857
British Virgin Islands,High,2020,30.237
British Virgin Islands,High,2100,36.505
British Virgin Islands,Low,2020,30.237
British Virgin Islands,Low,2100,16.385
British Virgin Islands,Constant fertility,2020,30.237
British Virgin Islands,Constant fertility,2100,19.802
British Virgin Islands,Instant replacement,2020,30.237
British Virgin Islands,Instant replacement,2100,38.279
British Virgin Islands,Zero migration,2020,30.237
British Virgin Islands,Zero migration,2100,20.549
British Virgin Islands,Constant mortality,2020,30.237
British Virgin Islands,Constant mortality,2100,21.621
British Virgin Islands,No change,2020,30.237
British Virgin Islands,No change,2100,16.716
British Virgin Islands,Momentum,2020,30.237
British Virgin Islands,Momentum,2100,29.915
British Virgin Islands,Median PI,2020,30.237
British Virgin Islands,Median PI,2100,24.857
British Virgin Islands,Upper 80 PI,2020,30.237
British Virgin Islands,Upper 80 PI,2100,28.442
British Virgin Islands,Lower 80 PI,2020,30.237
British Virgin Islands,Lower 80 PI,2100,20.602
British Virgin Islands,Upper 95 PI,2020,30.237
British Virgin Islands,Upper 95 PI,2100,30.413
British Virgin Islands,Lower 95 PI,2020,30.237
British Virgin Islands,Lower 95 PI,2100,18.058
Brunei Darussalam,Medium,2020,437.483
Brunei Darussalam,Medium,2100,389.884
Brunei Darussalam,High,2020,437.483
Brunei Darussalam,High,2100,580.853
Brunei Darussalam,Low,2020,437.483
Brunei Darussalam,Low,2100,248.473
Brunei Darussalam,Constant fertility,2020,437.483
Brunei Darussalam,Constant fertility,2100,467.278
Brunei Darussalam,Instant replacement,2020,437.483
Brunei Darussalam,Instant replacement,2100,569.446
Brunei Darussalam,Zero migration,2020,437.483
Brunei Darussalam,Zero migration,2100,389.884
Brunei Darussalam,Constant mortality,2020,437.483
Brunei Darussalam,Constant mortality,2100,334.411
Brunei Darussalam,No change,2020,437.483
Brunei Darussalam,No change,2100,408.014
Brunei Darussalam,Momentum,2020,437.483
Brunei Darussalam,Momentum,2100,513.518
Brunei Darussalam,Median PI,2020,437.483
Brunei Darussalam,Median PI,2100,389.884
Brunei Darussalam,Upper 80 PI,2020,437.483
Brunei Darussalam,Upper 80 PI,2100,493.296
Brunei Darussalam,Lower 80 PI,2020,437.483
Brunei Darussalam,Lower 80 PI,2100,285.926
Brunei Darussalam,Upper 95 PI,2020,437.483
Brunei Darussalam,Upper 95 PI,2100,548.067
Brunei Darussalam,Lower 95 PI,2020,437.483
Brunei Darussalam,Lower 95 PI,2100,245.912
Bulgaria,Medium,2020,6948.445
Bulgaria,Medium,2100,3588.337
Bulgaria,High,2020,6948.445
Bulgaria,High,2100,5501.446
Bulgaria,Low,2020,6948.445
Bulgaria,Low,2100,2179.294
Bulgaria,Constant fertility,2020,6948.445
Bulgaria,Constant fertility,2100,3070.98
Bulgaria,Instant replacement,2020,6948.445
Bulgaria,Instant replacement,2100,5056.008
Bulgaria,Zero migration,2020,6948.445
Bulgaria,Zero migration,2100,4242.079
Bulgaria,Constant mortality,2020,6948.445
Bulgaria,Constant mortality,2100,3066.286
Bulgaria,No change,2020,6948.445
Bulgaria,No change,2100,2571.347
Bulgaria,Momentum,2020,6948.445
Bulgaria,Momentum,2100,5209.851
Bulgaria,Median PI,2020,6948.445
Bulgaria,Median PI,2100,3588.337
Bulgaria,Upper 80 PI,2020,6948.445
Bulgaria,Upper 80 PI,2100,4140.567
Bulgaria,Lower 80 PI,2020,6948.445
Bulgaria,Lower 80 PI,2100,3068.703
Bulgaria,Upper 95 PI,2020,6948.445
Bulgaria,Upper 95 PI,2100,4506.42
Bulgaria,Lower 95 PI,2020,6948.445
Bulgaria,Lower 95 PI,2100,2783.332
Burkina Faso,Medium,2020,20903.278
Burkina Faso,Medium,2100,83194.233
Burkina Faso,High,2020,20903.278
Burkina Faso,High,2100,113262.351
Burkina Faso,Low,2020,20903.278
Burkina Faso,Low,2100,59428.629
Burkina Faso,Constant fertility,2020,20903.278
Burkina Faso,Constant fertility,2100,267742.346
Burkina Faso,Instant replacement,2020,20903.278
Burkina Faso,Instant replacement,2100,36072.943
Burkina Faso,Zero migration,2020,20903.278
Burkina Faso,Zero migration,2100,86251.653
Burkina Faso,Constant mortality,2020,20903.278
Burkina Faso,Constant mortality,2100,61276.806
Burkina Faso,No change,2020,20903.278
Burkina Faso,No change,2100,199196.251
Burkina Faso,Momentum,2020,20903.278
Burkina Faso,Momentum,2100,33814.557
Burkina Faso,Median PI,2020,20903.278
Burkina Faso,Median PI,2100,83194.233
Burkina Faso,Upper 80 PI,2020,20903.278
Burkina Faso,Upper 80 PI,2100,124324.097
Burkina Faso,Lower 80 PI,2020,20903.278
Burkina Faso,Lower 80 PI,2100,52941.137
Burkina Faso,Upper 95 PI,2020,20903.278
Burkina Faso,Upper 95 PI,2100,150217.861
Burkina Faso,Lower 95 PI,2020,20903.278
Burkina Faso,Lower 95 PI,2100,40806.78
Burundi,Medium,2020,11890.781
Burundi,Medium,2100,50904.072
Burundi,High,2020,11890.781
Burundi,High,2100,67454.443
Burundi,Low,2020,11890.781
Burundi,Low,2100,37491.393
Burundi,Constant fertility,2020,11890.781
Burundi,Constant fertility,2100,154169.647
Burundi,Instant replacement,2020,11890.781
Burundi,Instant replacement,2100,21652.172
Burundi,Zero migration,2020,11890.781
Burundi,Zero migration,2100,50590.896
Burundi,Constant mortality,2020,11890.781
Burundi,Constant mortality,2100,38445.692
Burundi,No change,2020,11890.781
Burundi,No change,2100,118472.196
Burundi,Momentum,2020,11890.781
Burundi,Momentum,2100,18724.438
Burundi,Median PI,2020,11890.781
Burundi,Median PI,2100,50904.072
Burundi,Upper 80 PI,2020,11890.781
Burundi,Upper 80 PI,2100,74250.309
Burundi,Lower 80 PI,2020,11890.781
Burundi,Lower 80 PI,2100,32713.619
Burundi,Upper 95 PI,2020,11890.781
Burundi,Upper 95 PI,2100,88840.227
Burundi,Lower 95 PI,2020,11890.781
Burundi,Lower 95 PI,2100,25423.313
Cabo Verde,Medium,2020,555.988
Cabo Verde,Medium,2100,603.949
Cabo Verde,High,2020,555.988
Cabo Verde,High,2100,923.969
Cabo Verde,Low,2020,555.988
Cabo Verde,Low,2100,375.437
Cabo Verde,Constant fertility,2020,555.988
Cabo Verde,Constant fertility,2100,906.153
Cabo Verde,Instant replacement,2020,555.988
Cabo Verde,Instant replacement,2100,734.854
Cabo Verde,Zero migration,2020,555.988
Cabo Verde,Zero migration,2100,699.53
Cabo Verde,Constant mortality,2020,555.988
Cabo Verde,Constant mortality,2100,502.224
Cabo Verde,No change,2020,555.988
Cabo Verde,No change,2100,785.629
Cabo Verde,Momentum,2020,555.988
Cabo Verde,Momentum,2100,747.362
Cabo Verde,Median PI,2020,555.988
Cabo Verde,Median PI,2100,603.949
Cabo Verde,Upper 80 PI,2020,555.988
Cabo Verde,Upper 80 PI,2100,780.421
Cabo Verde,Lower 80 PI,2020,555.988
Cabo Verde,Lower 80 PI,2100,428.427
Cabo Verde,Upper 95 PI,2020,555.988
Cabo Verde,Upper 95 PI,2100,890.561
Cabo Verde,Lower 95 PI,2020,555.988
Cabo Verde,Lower 95 PI,2100,355.992
Cambodia,Medium,2020,16718.971
Cambodia,Medium,2100,21355.011
Cambodia,High,2020,16718.971
Cambodia,High,2100,33720.612
Cambodia,Low,2020,16718.971
Cambodia,Low,2100,12792.481
Cambodia,Constant fertility,2020,16718.971
Cambodia,Constant fertility,2100,35644.521
Cambodia,Instant replacement,2020,16718.971
Cambodia,Instant replacement,2100,23354.98
Cambodia,Zero migration,2020,16718.971
Cambodia,Zero migration,2100,24214.01
Cambodia,Constant mortality,2020,16718.971
Cambodia,Constant mortality,2100,17565.485
Cambodia,No change,2020,16718.971
Cambodia,No change,2100,30455.153
Cambodia,Momentum,2020,16718.971
Cambodia,Momentum,2100,23490.978
Cambodia,Median PI,2020,16718.971
Cambodia,Median PI,2100,21355.011
Cambodia,Upper 80 PI,2020,16718.971
Cambodia,Upper 80 PI,2100,29840.882
Cambodia,Lower 80 PI,2020,16718.971
Cambodia,Lower 80 PI,2100,15027.083
Cambodia,Upper 95 PI,2020,16718.971
Cambodia,Upper 95 PI,2100,36624.812
Cambodia,Lower 95 PI,2020,16718.971
Cambodia,Lower 95 PI,2100,12077.422
Cameroon,Medium,2020,26545.864
Cameroon,Medium,2100,90225.178
Cameroon,High,2020,26545.864
Cameroon,High,2100,122822.713
Cameroon,Low,2020,26545.864
Cameroon,Low,2100,64321.581
Cameroon,Constant fertility,2020,26545.864
Cameroon,Constant fertility,2100,223647.733
Cameroon,Instant replacement,2020,26545.864
Cameroon,Instant replacement,2100,44767.645
Cameroon,Zero migration,2020,26545.864
Cameroon,Zero migration,2100,90928.154
Cameroon,Constant mortality,2020,26545.864
Cameroon,Constant mortality,2100,68281.201
Cameroon,No change,2020,26545.864
Cameroon,No change,2100,170922.508
Cameroon,Momentum,2020,26545.864
Cameroon,Momentum,2100,40336.185
